nombre,dni,genero,pelicula,formato,precio,fecha_visita
Sheena Moss,11987178,F,20. Raiders of the Lost Ark,3D,11.43,2024-07-14
Timothy Wilson,99858245,M,"6. The Good, the Bad and the Ugly",3D,11.81,2023-12-26
Joshua Young,29078386,M,14. 2001: A Space Odyssey,Normal,7.42,2022-03-19
William Reed,57131057,M,25. Inception,Normal,8.8,2016-03-31
Michael Smith,85181159,M,21. Casablanca,Normal,6.6,2023-09-08
Joel Mack,65748861,M,5. Schindler's List,Normal,6.69,2016-10-04
Jeremy Simmons,66711607,M,19. The Matrix,3D,11.27,2016-09-16
Daniel Nicholson,18003291,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.4,2018-10-03
Jonathan Bennett,69413855,M,14. 2001: A Space Odyssey,Normal,6.89,2023-06-06
Matthew Miller,28980996,M,13. Psycho,3D,10.58,2015-06-04
Michelle Salazar,83641888,F,22. The Wizard of Oz,3D,13.68,2025-05-19
Andrew Sellers,70911653,M,8. The Lord of the Rings: The Return of the King,Normal,6.63,2022-01-03
Edward Hogan,60805663,M,3. Citizen Kane,Normal,8.35,2022-06-22
Sara Dean,58086382,F,2. The Godfather,3D,10.87,2015-11-22
Pamela Cook,19325389,F,14. 2001: A Space Odyssey,Normal,7.02,2015-08-07
Paul Daugherty,20202094,M,3. Citizen Kane,3D,13.31,2017-05-29
Tammy Lee,19382773,F,11. Pulp Fiction,3D,10.7,2017-06-13
Jessica Gamble,62397889,F,8. The Lord of the Rings: The Return of the King,Normal,7.58,2020-07-15
Robert Chambers,51241499,M,18. Terminator 2: Judgment Day,Normal,6.5,2016-06-27
Charles Powell,20684559,M,9. The Dark Knight,Normal,6.36,2016-05-09
Sarah Miller,52804279,F,18. Terminator 2: Judgment Day,Normal,8.51,2016-10-22
Deborah Hoover,22057640,F,13. Psycho,3D,12.07,2020-10-19
James Jimenez,74487397,M,1. The Shawshank Redemption,3D,13.24,2025-01-09
Brian Adams,70637866,M,14. 2001: A Space Odyssey,3D,11.52,2021-09-20
Frances Dyer,63521848,F,9. The Dark Knight,Normal,6.79,2019-06-24
John Rivas,53782956,M,5. Schindler's List,3D,11.23,2025-02-02
Matthew Green,13621546,M,12. Fight Club,3D,10.73,2023-05-08
Paul Miller,93778143,M,23. Seven Samurai,Normal,7.17,2015-10-08
Jessica Anderson,19373636,F,23. Seven Samurai,3D,13.7,2022-08-12
Trevor Everett,43584561,M,9. The Dark Knight,Normal,7.11,2020-03-22
Kevin Osborne,87939295,M,24. Forrest Gump,Normal,8.33,2019-11-07
Charles Ellis,40131235,M,1. The Shawshank Redemption,Normal,7.88,2023-04-10
Adam Ryan,65439006,M,2. The Godfather,3D,13.93,2021-04-16
Fred Mcknight,28264807,M,19. The Matrix,3D,10.13,2024-12-16
Daniel Martinez,58586616,M,10. The Godfather Part II,Normal,6.61,2019-11-08
Craig Reed,37191915,M,16. Star Wars: Episode IV - A New Hope,3D,10.41,2023-10-24
Michael Johnson,90791283,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.91,2022-09-12
Jessica Martinez,44865473,F,8. The Lord of the Rings: The Return of the King,Normal,8.66,2019-05-11
Carl Kane,23244474,M,"6. The Good, the Bad and the Ugly",Normal,7.81,2021-01-04
Mark Jones,69388511,M,21. Casablanca,3D,11.32,2019-09-06
Stacy Sanchez,87972564,F,22. The Wizard of Oz,Normal,7.56,2024-11-10
Kathleen Barrett,66906421,F,19. The Matrix,3D,11.68,2019-04-23
Jason Rocha,17388411,M,21. Casablanca,3D,10.94,2024-08-31
Samantha Reeves,64148625,F,21. Casablanca,3D,12.56,2023-10-31
Charles Collins,12104519,M,15. Metropolis,Normal,6.69,2019-08-07
Patty Martinez,82605355,F,22. The Wizard of Oz,Normal,8.1,2020-11-15
John Marshall,65570168,M,9. The Dark Knight,Normal,7.96,2024-04-23
April Kirk,66875396,F,11. Pulp Fiction,Normal,8.04,2018-07-13
Lori Reid,15957744,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.05,2018-11-12
Allen Jenkins,64350517,M,25. Inception,3D,10.87,2015-10-11
Zachary Gonzalez,23156930,M,24. Forrest Gump,3D,13.14,2015-08-21
Brian Casey,82921800,M,4. 12 Angry Men,Normal,6.69,2024-01-31
Angela Flowers,73399647,F,12. Fight Club,Normal,7.89,2016-10-15
Charles Smith,45345455,M,1. The Shawshank Redemption,Normal,6.05,2019-02-15
Sabrina Henry,62121180,F,12. Fight Club,3D,11.0,2019-07-27
Anthony Little,29742113,M,8. The Lord of the Rings: The Return of the King,Normal,7.86,2018-02-28
Rose Bowman,95999319,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.58,2016-10-29
Natalie Webb,63720253,F,24. Forrest Gump,3D,13.45,2020-09-03
Jacqueline Barnett,33566453,F,21. Casablanca,Normal,8.27,2019-12-01
Charles Roberts,27606442,M,19. The Matrix,3D,11.46,2015-08-30
Kevin Allen,29713321,M,1. The Shawshank Redemption,3D,11.69,2017-05-27
William Sullivan,61569231,M,"6. The Good, the Bad and the Ugly",3D,12.41,2023-08-29
John Morris,62515298,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.33,2019-03-27
Sandra Snyder,63872482,F,2. The Godfather,3D,13.8,2017-06-21
Bobby Washington,53864744,M,11. Pulp Fiction,3D,10.03,2024-01-26
Shawn Myers,83068393,M,21. Casablanca,3D,13.6,2021-01-20
Justin Yang,47632268,M,16. Star Wars: Episode IV - A New Hope,Normal,6.28,2019-08-21
Olivia Dominguez,77065577,F,13. Psycho,3D,12.21,2020-02-15
Kevin Stokes,37004214,M,8. The Lord of the Rings: The Return of the King,Normal,8.99,2023-08-29
Christopher Johnson,35284817,M,4. 12 Angry Men,3D,11.14,2018-05-28
Michael Mccoy,44376550,M,5. Schindler's List,3D,11.16,2025-02-24
David Munoz,17597525,M,5. Schindler's List,Normal,7.98,2023-07-28
Shannon Allen,71571195,F,21. Casablanca,3D,12.89,2024-08-30
Shawn Espinoza,23152728,M,"6. The Good, the Bad and the Ugly",3D,11.44,2022-10-01
Kimberly Hanson,54448578,F,1. The Shawshank Redemption,Normal,6.55,2020-02-22
Calvin Bonilla,11268214,M,24. Forrest Gump,3D,12.42,2017-03-26
Nicholas Pittman,89126943,M,20. Raiders of the Lost Ark,3D,11.99,2023-04-12
Mary Hernandez,75706119,F,8. The Lord of the Rings: The Return of the King,Normal,7.75,2020-08-25
Tony Pena,21608716,M,8. The Lord of the Rings: The Return of the King,3D,12.61,2021-07-07
Mallory Bauer,77611965,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,12.0,2025-04-15
Crystal Anderson,46869426,F,15. Metropolis,3D,13.05,2021-04-21
Wendy Adams,10978989,F,14. 2001: A Space Odyssey,Normal,8.45,2016-09-12
Angela Hale,11678029,F,10. The Godfather Part II,3D,13.69,2016-12-14
Cassandra Ramirez,95419338,F,4. 12 Angry Men,3D,10.41,2018-05-16
Shannon Johnson,13898564,F,12. Fight Club,Normal,8.62,2016-08-19
Tanya Taylor,40922380,F,11. Pulp Fiction,3D,11.57,2020-07-27
Jeremy Santos,17627363,M,9. The Dark Knight,3D,11.07,2020-01-08
Lisa Rivas,98680985,F,8. The Lord of the Rings: The Return of the King,3D,11.82,2020-01-24
Maria Erickson,91661647,F,"6. The Good, the Bad and the Ugly",Normal,8.16,2020-11-18
Tiffany Watson,23484408,F,25. Inception,Normal,6.44,2020-01-19
Michael Smith,13091386,M,19. The Matrix,Normal,7.19,2024-02-21
Valerie Shaffer,31024296,F,10. The Godfather Part II,Normal,8.19,2022-07-26
Patricia Ramos,79189682,F,14. 2001: A Space Odyssey,3D,11.08,2019-06-25
Chris Mclean,52108309,M,25. Inception,3D,11.19,2020-03-15
Dustin Kelley,24401983,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.86,2016-08-11
Sharon Lee,43397078,F,19. The Matrix,3D,13.79,2016-11-01
Timothy Burns,85955909,M,25. Inception,3D,13.31,2022-02-09
Courtney Allen,75861915,F,9. The Dark Knight,3D,11.23,2022-01-01
Paula Vincent,71236116,F,18. Terminator 2: Judgment Day,3D,11.22,2021-09-28
Logan Mcdonald,97865148,M,8. The Lord of the Rings: The Return of the King,3D,11.46,2021-02-10
Donna King,59816858,F,9. The Dark Knight,3D,10.35,2018-03-03
Jason Gregory,83457082,M,3. Citizen Kane,Normal,7.55,2023-09-25
Tracy Stewart,25469197,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.56,2020-08-01
Christie Glenn,66496797,F,22. The Wizard of Oz,3D,12.54,2017-08-14
Jared Ray,50300845,M,12. Fight Club,Normal,7.21,2022-03-02
Andrew Leonard,81863656,M,"6. The Good, the Bad and the Ugly",3D,11.67,2016-05-15
Jessica Lucero,77228716,F,25. Inception,3D,10.23,2020-05-14
Timothy Carlson,12442082,M,25. Inception,3D,12.86,2023-06-25
Paul Davidson,87101367,M,21. Casablanca,3D,11.45,2019-02-06
Grace Joseph,38039824,F,25. Inception,Normal,7.94,2022-11-11
Grant Davis,43971619,M,13. Psycho,Normal,6.29,2022-01-20
Mason Watson,36063637,M,8. The Lord of the Rings: The Return of the King,3D,13.26,2022-03-15
Thomas Lopez,89564018,M,13. Psycho,3D,13.85,2018-04-02
Kim Ortiz,75380575,F,11. Pulp Fiction,3D,12.91,2024-08-16
Russell Black,72516808,M,9. The Dark Knight,3D,10.67,2023-10-27
Carolyn Moore,45644170,F,4. 12 Angry Men,Normal,6.98,2021-10-10
Jay Hunter,85524047,M,"6. The Good, the Bad and the Ugly",Normal,6.23,2016-03-13
William Mitchell,50805451,M,25. Inception,3D,10.64,2015-10-26
Lisa Gibson,83309846,F,13. Psycho,3D,12.35,2017-01-21
Daniel Thompson,83851408,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.02,2016-07-01
Henry Rodriguez,56527072,M,1. The Shawshank Redemption,Normal,7.94,2018-08-29
Christopher Wall,45512905,M,"6. The Good, the Bad and the Ugly",3D,13.3,2019-06-15
Andrea Jones,37736330,F,9. The Dark Knight,3D,11.89,2023-03-24
Elizabeth Williams,20475009,F,4. 12 Angry Men,Normal,8.02,2018-05-25
Timothy Aguirre DDS,32616544,M,9. The Dark Knight,3D,11.87,2023-06-01
Jonathan Chambers,43215494,M,16. Star Wars: Episode IV - A New Hope,Normal,7.73,2017-02-10
Bradley Olson,11146780,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.08,2024-01-19
Brenda Bradshaw,23346912,F,21. Casablanca,Normal,6.96,2018-05-29
Joshua Mays,99108136,M,11. Pulp Fiction,3D,13.94,2023-08-21
Glenda Schmitt,54679558,F,19. The Matrix,3D,11.62,2016-02-01
Juan Smith,96682723,M,19. The Matrix,Normal,7.06,2019-09-26
Benjamin Stephens,72709379,M,24. Forrest Gump,Normal,7.19,2017-01-11
Olivia Randall,68206476,F,12. Fight Club,Normal,7.19,2023-05-25
Abigail Brown,86709490,F,22. The Wizard of Oz,3D,13.69,2016-02-10
Keith Hernandez,59853824,M,8. The Lord of the Rings: The Return of the King,Normal,7.39,2024-02-16
James Guerra,57597115,M,23. Seven Samurai,3D,10.22,2016-07-25
Mitchell Ramirez,55153873,M,11. Pulp Fiction,Normal,8.0,2025-04-08
Anita Chapman,85116713,F,"6. The Good, the Bad and the Ugly",3D,12.69,2023-12-30
Mark Baker,50683796,M,21. Casablanca,3D,12.08,2018-07-20
Adam Mitchell,23736596,M,9. The Dark Knight,3D,10.15,2021-01-01
Tammy Rios,43277930,F,3. Citizen Kane,3D,10.55,2021-08-11
Joseph Holland,71342674,M,"6. The Good, the Bad and the Ugly",3D,11.44,2018-09-03
Michael Carter,98548591,M,8. The Lord of the Rings: The Return of the King,Normal,7.87,2023-04-19
Michaela Wagner,28646813,F,1. The Shawshank Redemption,Normal,6.23,2020-04-06
Tina Patterson,82909845,F,19. The Matrix,Normal,6.29,2020-10-06
Linda Johnston,42565524,F,11. Pulp Fiction,3D,13.39,2018-11-25
Trevor White,86532358,M,21. Casablanca,3D,12.25,2020-06-21
Christy Newman,73151723,F,24. Forrest Gump,3D,11.74,2015-12-31
Jose Perez,62383660,M,3. Citizen Kane,Normal,6.79,2019-06-19
Stephanie Bailey,62183616,F,23. Seven Samurai,3D,11.44,2019-04-23
Rachel Hartman,85202645,F,14. 2001: A Space Odyssey,3D,12.51,2019-09-29
Cassandra Haas,65169448,F,"6. The Good, the Bad and the Ugly",Normal,6.95,2020-05-01
Lindsey Key,33410571,F,13. Psycho,Normal,7.63,2020-06-28
Kelly Gutierrez,85717200,F,4. 12 Angry Men,Normal,6.71,2017-12-10
Kathy Lucas,71567369,F,1. The Shawshank Redemption,3D,11.65,2023-07-31
Jill Henry,81901076,F,10. The Godfather Part II,Normal,8.68,2024-08-13
Nicholas Rodriguez,80303005,M,12. Fight Club,Normal,6.78,2017-06-24
Alexander Burke,15035676,M,11. Pulp Fiction,3D,13.8,2015-06-16
Casey Joseph,30540533,M,18. Terminator 2: Judgment Day,Normal,8.74,2017-08-15
Matthew Williams MD,85512559,M,14. 2001: A Space Odyssey,3D,11.02,2023-05-25
Taylor Johnson,61392937,M,20. Raiders of the Lost Ark,3D,13.63,2020-05-14
Daniel Gonzales,85351854,M,3. Citizen Kane,Normal,8.03,2022-09-18
Sarah Kennedy,47000967,F,"6. The Good, the Bad and the Ugly",3D,12.39,2021-12-05
Matthew Mcdaniel,27567250,M,9. The Dark Knight,3D,11.79,2022-08-23
Tracy Cunningham,50542144,F,9. The Dark Knight,3D,10.17,2020-01-31
Katherine Morrow,97174593,F,18. Terminator 2: Judgment Day,3D,10.88,2023-02-01
George Moody,98660431,M,20. Raiders of the Lost Ark,Normal,7.56,2024-03-09
Sherri White,89140848,F,8. The Lord of the Rings: The Return of the King,3D,11.26,2019-07-02
Trevor Barry,73345850,M,"6. The Good, the Bad and the Ugly",Normal,7.06,2017-12-23
Nicholas Morris,54583106,M,11. Pulp Fiction,Normal,6.71,2022-09-02
Jake Jordan,66574406,M,5. Schindler's List,Normal,8.68,2022-03-25
Jennifer Jackson,53313383,F,18. Terminator 2: Judgment Day,3D,11.08,2021-11-23
Jeffrey Cole,22094490,M,"6. The Good, the Bad and the Ugly",3D,11.62,2017-11-12
Amy Stewart,77706720,F,24. Forrest Gump,3D,13.48,2016-11-13
Kelly Hernandez,89977888,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.77,2025-02-13
Christina Martinez,23587666,F,19. The Matrix,3D,10.14,2017-12-16
Ernest Diaz,99714580,M,3. Citizen Kane,Normal,7.32,2017-08-14
Mr. Thomas Long,99620085,M,8. The Lord of the Rings: The Return of the King,Normal,8.21,2020-10-01
Kara Turner,90722898,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.23,2017-07-17
Chad Burton,94766534,M,19. The Matrix,3D,13.95,2025-01-01
Jason Garcia,13589390,M,4. 12 Angry Men,3D,11.54,2024-05-14
Amanda James,85744662,F,"6. The Good, the Bad and the Ugly",3D,11.2,2016-08-19
Joseph Hawkins,59225206,M,20. Raiders of the Lost Ark,3D,10.16,2017-09-08
Eric Black,42811588,M,21. Casablanca,Normal,6.03,2019-03-13
Colleen Garcia,59898880,F,9. The Dark Knight,3D,10.84,2016-05-15
Mark Rodriguez,42437217,M,24. Forrest Gump,3D,10.06,2015-09-20
Samantha Oconnor,52794026,F,22. The Wizard of Oz,3D,13.64,2018-01-07
Stephanie Stephenson,30479246,F,3. Citizen Kane,3D,13.75,2023-09-12
Maria Conley,85594631,F,21. Casablanca,3D,10.86,2022-02-04
Amanda Dennis,65053473,F,2. The Godfather,3D,11.38,2020-12-23
Michelle Rodgers,56726972,F,21. Casablanca,3D,12.5,2016-05-23
Robert Butler,47474425,M,1. The Shawshank Redemption,Normal,8.92,2020-01-14
Carlos Yu,46747374,M,11. Pulp Fiction,3D,11.24,2019-03-14
Daniel Stewart,33972071,M,20. Raiders of the Lost Ark,3D,13.84,2023-01-13
Joseph Harris,64433899,M,21. Casablanca,Normal,8.02,2023-01-17
Ebony Hahn,75081264,F,20. Raiders of the Lost Ark,3D,11.0,2024-02-18
Stephen Bush Jr.,17003327,M,15. Metropolis,3D,10.38,2016-02-25
Carrie Martin,88290336,F,1. The Shawshank Redemption,3D,10.26,2018-04-09
Monique Mendez,51316019,F,4. 12 Angry Men,3D,11.95,2015-09-04
Troy Williams,33708663,M,3. Citizen Kane,Normal,7.42,2018-06-09
Jacob Rodriguez,17225128,M,16. Star Wars: Episode IV - A New Hope,Normal,6.06,2024-05-26
Christopher Bright,70237427,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.22,2021-07-27
Michael Brown,61111546,M,13. Psycho,Normal,6.03,2017-08-23
Cynthia Fernandez,45133538,F,2. The Godfather,3D,13.2,2024-11-25
Danny Duncan,26625739,M,16. Star Wars: Episode IV - A New Hope,3D,12.76,2015-07-16
Marcus Bailey,90472104,M,18. Terminator 2: Judgment Day,Normal,6.78,2023-08-06
Taylor Santos,79899408,F,18. Terminator 2: Judgment Day,3D,13.79,2024-02-05
Dominique Manning,37741209,F,19. The Matrix,Normal,7.46,2024-03-05
Sonya Palmer,44341725,F,5. Schindler's List,Normal,8.09,2017-04-04
Kelly Harris,68360815,F,9. The Dark Knight,Normal,7.98,2016-05-30
Todd Baker,14160706,M,20. Raiders of the Lost Ark,Normal,8.12,2016-10-31
Brandon Porter,14714344,M,23. Seven Samurai,Normal,6.3,2022-03-23
Tyler Case,88727719,M,10. The Godfather Part II,Normal,7.7,2016-09-18
Cynthia Padilla,63455236,F,19. The Matrix,3D,13.35,2024-10-24
Elizabeth Holmes,91565277,F,1. The Shawshank Redemption,Normal,6.85,2022-10-16
Rhonda Clements,81379327,F,4. 12 Angry Men,Normal,8.75,2017-10-13
Robin Cox,71560680,F,14. 2001: A Space Odyssey,Normal,8.55,2020-06-27
Stephen Murray,74747756,M,12. Fight Club,3D,12.36,2020-02-02
Amy Walter,56456845,F,2. The Godfather,Normal,6.44,2024-06-09
Mrs. Nicole Avila,52412974,F,12. Fight Club,Normal,7.48,2017-12-05
Michelle Watson,91113010,F,19. The Matrix,Normal,7.53,2017-08-18
Matthew Rodriguez,17812935,M,13. Psycho,3D,11.23,2017-09-26
Kristopher Cisneros,71656589,M,9. The Dark Knight,Normal,7.75,2020-08-06
Ryan Sampson,98551911,M,24. Forrest Gump,3D,13.95,2019-06-26
Shawna Simmons,49400859,F,11. Pulp Fiction,Normal,8.92,2023-12-05
Robert Thompson,51540066,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.11,2016-01-03
Timothy Bailey,36088486,M,14. 2001: A Space Odyssey,Normal,8.99,2016-06-06
Dana Green,47230136,F,"6. The Good, the Bad and the Ugly",3D,12.89,2017-01-14
Hector Burton,69516590,M,5. Schindler's List,3D,12.23,2019-01-15
Russell Martinez DDS,47275782,M,22. The Wizard of Oz,3D,12.32,2016-09-09
Krista Brown,16884054,F,5. Schindler's List,Normal,7.61,2020-11-07
Victoria Barry,77446008,F,14. 2001: A Space Odyssey,Normal,6.28,2017-03-21
Kelsey Reese,82190978,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.0,2018-03-23
Jodi Wells,64279275,F,19. The Matrix,3D,10.87,2021-02-16
Jordan Parks,32823463,M,14. 2001: A Space Odyssey,Normal,6.82,2024-07-19
Amanda Morgan,18294286,F,8. The Lord of the Rings: The Return of the King,3D,11.6,2019-05-17
Thomas Todd,83134868,M,5. Schindler's List,3D,10.3,2019-05-08
Shawn Middleton,49585818,M,18. Terminator 2: Judgment Day,Normal,7.66,2019-02-05
Robert Holloway,57168487,M,5. Schindler's List,3D,12.4,2020-10-29
Helen Hall,86521196,F,12. Fight Club,3D,10.54,2021-05-10
Maria Davis,25300383,F,3. Citizen Kane,Normal,8.25,2017-03-31
Tammy Nguyen,98972012,F,9. The Dark Knight,Normal,6.04,2021-05-08
Carol Summers,80549364,F,22. The Wizard of Oz,Normal,7.74,2020-11-23
Tina Miller,71047807,F,25. Inception,Normal,8.88,2019-08-11
Tanya Nixon,86183596,F,21. Casablanca,Normal,6.21,2022-10-25
Matthew Smith,13323116,M,24. Forrest Gump,Normal,6.77,2020-05-07
Larry Wiggins,28235830,M,19. The Matrix,Normal,8.34,2017-10-21
Sandra Nielsen,79782136,F,23. Seven Samurai,3D,10.45,2016-11-08
Gary Rogers,96382730,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.64,2022-01-07
Angela Mcknight,96616646,F,21. Casablanca,Normal,8.61,2023-08-26
Joseph Davis,60403784,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.9,2021-11-12
Jeanne Oconnor,87691991,F,2. The Godfather,3D,11.17,2021-07-27
Stephen Watkins,79183859,M,16. Star Wars: Episode IV - A New Hope,Normal,6.01,2025-03-28
Morgan Mills,11837614,F,10. The Godfather Part II,3D,10.74,2015-10-18
Katherine Torres,97287858,F,11. Pulp Fiction,3D,12.68,2017-04-12
Christina Rangel,45913929,F,12. Fight Club,Normal,6.52,2023-02-03
Ashley Hicks,21090488,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.96,2021-05-31
Sherri Schwartz,84237714,F,22. The Wizard of Oz,Normal,6.12,2020-10-11
Tammy Heath,16470734,F,21. Casablanca,3D,13.07,2019-01-11
Walter Gilbert,58055957,M,8. The Lord of the Rings: The Return of the King,Normal,7.99,2023-03-23
Manuel Brown,56090266,M,13. Psycho,Normal,6.89,2015-12-21
Heidi Leonard,59865636,F,5. Schindler's List,3D,12.31,2018-04-01
Madeline Williams,26250272,F,2. The Godfather,3D,12.3,2016-07-16
Erin Bishop,25244652,F,10. The Godfather Part II,Normal,7.22,2021-12-30
Travis Montes,26788327,M,10. The Godfather Part II,Normal,8.82,2023-06-10
Kathryn Rodriguez,83971362,F,13. Psycho,Normal,6.5,2021-07-06
Marie Robinson,70177216,F,"6. The Good, the Bad and the Ugly",3D,10.61,2016-05-06
Pamela Monroe,89888249,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.36,2024-02-22
Billy Henry,68401976,M,11. Pulp Fiction,Normal,8.31,2024-09-28
Jason Morgan,76652827,M,4. 12 Angry Men,Normal,7.26,2023-08-01
Julie Baker,29877841,F,19. The Matrix,Normal,7.59,2022-10-05
Kimberly Miller,69105220,F,20. Raiders of the Lost Ark,Normal,7.41,2021-12-18
Nicholas Davis,67138299,M,25. Inception,3D,13.57,2023-08-05
Christy Willis,47736848,F,13. Psycho,Normal,8.66,2023-07-23
Joseph George,26955172,M,1. The Shawshank Redemption,Normal,6.46,2017-11-12
Lauren Ho,57864232,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,10.96,2024-03-07
Laura Mendez,99167486,F,15. Metropolis,3D,13.5,2019-08-14
Cathy Lucas,25109933,F,25. Inception,Normal,6.4,2016-07-03
Austin Tate,11559046,M,22. The Wizard of Oz,Normal,6.37,2018-09-02
Spencer Hoover,57055146,M,4. 12 Angry Men,Normal,6.07,2022-05-16
Samuel Meyer,47235600,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.93,2015-11-15
Christopher Ramos MD,41665711,M,8. The Lord of the Rings: The Return of the King,3D,10.29,2021-04-23
Victoria Perez,17464481,F,25. Inception,Normal,8.03,2023-01-23
Wayne Hernandez,13989581,M,1. The Shawshank Redemption,3D,11.62,2020-11-01
Jasmine Garcia,72398620,F,2. The Godfather,Normal,7.7,2019-07-09
Jacob Graham,54801250,M,15. Metropolis,3D,10.39,2022-09-05
Peter Cooper,14773510,M,9. The Dark Knight,3D,12.57,2015-12-17
Jacob Peterson,28739489,M,2. The Godfather,3D,10.57,2024-10-30
Heather Potter,85873131,F,12. Fight Club,3D,13.09,2015-09-20
Shari Robinson,24334560,F,12. Fight Club,3D,13.48,2023-04-25
Susan Thompson,14177789,F,24. Forrest Gump,Normal,6.74,2015-10-13
Donald Price,67684947,M,24. Forrest Gump,Normal,6.77,2024-02-18
Peggy Burke,66439525,F,16. Star Wars: Episode IV - A New Hope,Normal,8.04,2024-12-26
Dr. Sarah Burns MD,49075453,F,11. Pulp Fiction,Normal,6.49,2015-08-17
Kathleen May,50952499,F,16. Star Wars: Episode IV - A New Hope,Normal,6.78,2018-10-10
Carl Roberts,12946852,M,20. Raiders of the Lost Ark,Normal,6.52,2019-04-02
Justin Mcguire,21362598,M,24. Forrest Gump,Normal,6.37,2021-08-20
Meagan Hobbs,31532223,F,21. Casablanca,3D,10.56,2018-01-09
Kimberly Hall,23950379,F,5. Schindler's List,Normal,7.03,2023-09-03
Jennifer Kane,59659352,F,20. Raiders of the Lost Ark,3D,12.93,2023-03-06
Mario Allen,10270792,M,9. The Dark Knight,Normal,8.36,2022-12-23
Amy Gonzalez,58040680,F,24. Forrest Gump,Normal,7.51,2023-08-10
Ashley Butler,29520565,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.58,2023-06-24
Brianna Harrison,35293778,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,6.73,2019-04-13
George Rosario Jr.,39883956,M,13. Psycho,3D,11.46,2015-06-29
Jeffrey Reeves,79553876,M,16. Star Wars: Episode IV - A New Hope,3D,12.95,2021-07-09
Elizabeth Herrera,76393620,F,20. Raiders of the Lost Ark,3D,13.58,2019-05-23
Joshua Greene,14047186,M,20. Raiders of the Lost Ark,Normal,7.51,2016-04-01
Summer Greene,24278613,F,3. Citizen Kane,3D,11.91,2015-10-13
Haley Guerrero,94275685,F,12. Fight Club,Normal,8.71,2023-09-22
Anna Hayes,92802022,F,"6. The Good, the Bad and the Ugly",Normal,8.72,2024-02-20
Michele Lee,50334814,F,12. Fight Club,3D,12.71,2017-05-10
Crystal Willis,20507012,F,"6. The Good, the Bad and the Ugly",Normal,8.89,2020-07-22
Christine Sanchez,31758211,F,15. Metropolis,3D,10.32,2015-07-05
Aaron Clark,75281929,M,3. Citizen Kane,Normal,6.88,2019-03-20
David Patrick,13821968,M,1. The Shawshank Redemption,Normal,8.93,2023-08-27
Jennifer Hanson,97089174,F,25. Inception,Normal,8.84,2019-09-10
Abigail Newton,66264310,F,15. Metropolis,Normal,7.68,2021-10-26
Brent Wolfe,99575004,M,16. Star Wars: Episode IV - A New Hope,Normal,7.5,2015-09-24
Amanda Massey,51578205,F,1. The Shawshank Redemption,3D,11.27,2024-11-22
Caroline King,92135713,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.19,2024-05-14
Brenda Reese,64561854,F,9. The Dark Knight,3D,10.5,2020-12-06
Gary Owens,62611485,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.73,2021-11-16
Richard Campbell,28749465,M,15. Metropolis,3D,13.34,2023-04-08
Jamie Castro,69699312,F,18. Terminator 2: Judgment Day,3D,10.38,2016-07-13
Stephen Sweeney,76971173,M,18. Terminator 2: Judgment Day,3D,11.02,2019-11-16
Penny Gilbert,66113569,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,6.16,2024-10-04
Shawn Williams,46439934,M,24. Forrest Gump,Normal,7.67,2022-11-06
Erin Terry,29713073,F,12. Fight Club,Normal,6.51,2018-07-19
Abigail Griffin,85326471,F,23. Seven Samurai,Normal,8.46,2017-03-08
Chris Miller,30025853,M,5. Schindler's List,Normal,7.8,2019-01-10
Michelle Mendez,12184247,F,13. Psycho,Normal,8.3,2018-09-21
Lori Hancock,79836585,F,24. Forrest Gump,3D,13.36,2020-12-08
Michael Kelly,28351763,M,10. The Godfather Part II,3D,11.8,2021-02-18
Brandon Green,75515165,M,18. Terminator 2: Judgment Day,3D,11.48,2023-04-20
Angela Mays,59246378,F,9. The Dark Knight,3D,10.53,2023-12-22
Albert Snyder,38937664,M,14. 2001: A Space Odyssey,3D,10.96,2025-01-14
Victor Moore,20137402,M,20. Raiders of the Lost Ark,3D,12.56,2018-06-02
