nombre,dni,genero,pelicula,formato,precio,fecha_visita
Tiffany Robinson,26051251,F,12. Fight Club,Normal,7.12,2020-09-25
Aaron Norris,33991363,M,11. Pulp Fiction,Normal,6.03,2017-10-24
Andrea King,76913267,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.88,2016-02-03
Joshua Rodriguez,76930990,M,1. The Shawshank Redemption,3D,11.21,2018-01-10
Kyle Keller,92278021,M,16. Star Wars: Episode IV - A New Hope,3D,11.73,2023-07-17
Lauren Dixon,73404451,F,13. Psycho,3D,12.55,2018-05-10
David Brown,28157468,M,8. The Lord of the Rings: The Return of the King,Normal,8.21,2021-09-22
Ryan Cannon,11666811,M,15. Metropolis,Normal,7.44,2021-07-19
Dr. Terri Duran,82429486,F,19. The Matrix,3D,12.84,2022-06-06
Craig Fisher,12641271,M,"6. The Good, the Bad and the Ugly",Normal,7.89,2019-01-07
Angel Parsons,93840862,F,3. Citizen Kane,3D,12.02,2018-02-04
Robert Mullen,84274405,M,1. The Shawshank Redemption,3D,10.78,2016-10-19
Crystal Blair,49367553,F,2. The Godfather,Normal,6.26,2021-08-17
Michael Horn,26203741,M,9. The Dark Knight,3D,10.42,2024-03-30
Laurie James,71912939,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.64,2015-08-10
Taylor Simmons,42593950,F,9. The Dark Knight,3D,13.91,2023-08-28
Shirley Nelson,93685935,F,24. Forrest Gump,3D,11.09,2025-01-03
Elizabeth Beltran,95692255,F,10. The Godfather Part II,3D,11.91,2019-07-28
Jake Pearson,96504184,M,3. Citizen Kane,3D,12.82,2021-02-06
Angela Moore,36649021,F,16. Star Wars: Episode IV - A New Hope,Normal,8.23,2019-04-22
Sharon Graves,61090082,F,4. 12 Angry Men,3D,13.84,2022-08-24
Robert Livingston,24685047,M,24. Forrest Gump,Normal,6.87,2024-02-11
Martin Hill,51091452,M,1. The Shawshank Redemption,Normal,7.16,2020-02-02
Danielle Campbell DDS,67060934,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.82,2019-11-26
John Abbott,36718956,M,14. 2001: A Space Odyssey,Normal,7.86,2018-12-17
Virginia Henderson,72384830,F,19. The Matrix,3D,11.72,2021-07-25
Martin Goodwin,12940758,M,23. Seven Samurai,Normal,6.06,2018-03-13
Julie King,90903616,F,11. Pulp Fiction,Normal,8.41,2021-05-20
April Greene,10231553,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,12.12,2018-06-28
Bryan Frank,71716493,M,20. Raiders of the Lost Ark,Normal,8.32,2018-01-30
Pamela Petersen,46372597,F,22. The Wizard of Oz,3D,10.16,2022-09-20
Lance Curry,79301105,M,8. The Lord of the Rings: The Return of the King,Normal,6.92,2020-03-01
Jason Tran,15718879,M,14. 2001: A Space Odyssey,3D,12.25,2024-07-12
Kristin Mayo,60605882,F,14. 2001: A Space Odyssey,Normal,7.7,2024-03-24
Nicole Mcbride,10089117,F,15. Metropolis,3D,12.89,2019-05-08
Jordan Fields,37349384,M,24. Forrest Gump,Normal,8.61,2018-10-15
Evan Tucker,56662265,M,16. Star Wars: Episode IV - A New Hope,3D,11.1,2020-11-03
Amy Figueroa,59108388,F,15. Metropolis,Normal,6.35,2015-06-25
Caroline Jones,97723589,F,2. The Godfather,3D,12.18,2023-12-31
Molly Humphrey,95563761,F,"6. The Good, the Bad and the Ugly",3D,11.71,2017-11-24
Aaron Marsh,26614573,M,13. Psycho,Normal,7.11,2025-01-26
Joel Foster,74468807,M,2. The Godfather,3D,12.02,2024-07-25
Todd Evans,81439323,M,14. 2001: A Space Odyssey,3D,13.17,2022-03-25
Jennifer Newton,19385409,F,11. Pulp Fiction,3D,11.93,2024-10-13
Cynthia Bird,63422955,F,3. Citizen Kane,Normal,7.91,2020-09-15
Tina Escobar,79032791,F,9. The Dark Knight,3D,13.12,2016-11-25
April Grimes,62004390,F,10. The Godfather Part II,Normal,6.89,2015-05-26
Lauren Walton,42794477,F,10. The Godfather Part II,3D,12.78,2024-07-25
Bryan Smith,47536233,M,5. Schindler's List,3D,13.11,2018-12-08
Joseph Stein,63238996,M,21. Casablanca,3D,12.67,2023-03-31
Connie Mccarthy DDS,24005155,F,22. The Wizard of Oz,Normal,8.24,2015-08-26
Emily Gould,70355652,F,15. Metropolis,3D,10.66,2020-02-09
Michael Oliver,60912903,M,10. The Godfather Part II,Normal,6.9,2017-10-04
Dr. Aaron Hernandez,56940912,M,12. Fight Club,3D,11.37,2015-11-14
Michael Chandler,42170462,M,15. Metropolis,3D,12.24,2016-04-10
Timothy Walls,59076712,M,25. Inception,Normal,7.76,2018-04-02
Shawn Blake,86210448,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.15,2019-10-22
Wanda Simmons,44375249,F,4. 12 Angry Men,Normal,6.07,2020-08-23
Jonathan Cooper,86043420,M,12. Fight Club,3D,12.93,2019-05-26
Raymond Johnson,11153532,M,10. The Godfather Part II,Normal,7.28,2020-07-07
Richard Lee,54782157,M,3. Citizen Kane,Normal,6.1,2023-04-23
Nicholas Payne,69953304,M,23. Seven Samurai,Normal,7.42,2019-11-19
Scott Koch,59830712,M,19. The Matrix,3D,10.19,2016-06-26
Joel Cervantes,24736559,M,21. Casablanca,3D,13.4,2023-02-27
Lauren Williams,40782404,F,9. The Dark Knight,Normal,8.83,2016-08-13
Barbara Wheeler,35775750,F,23. Seven Samurai,Normal,6.44,2024-08-09
Natalie Shaw,37187047,F,3. Citizen Kane,3D,11.42,2019-11-21
Ryan Fisher,20875844,M,12. Fight Club,Normal,6.97,2016-11-14
Tom Wright,52536566,M,20. Raiders of the Lost Ark,Normal,7.26,2020-07-08
Christine Davis,75913708,F,21. Casablanca,3D,10.12,2019-10-17
Brianna Allen,26065757,F,14. 2001: A Space Odyssey,Normal,6.97,2021-07-25
Sydney Young,88226716,F,21. Casablanca,3D,13.21,2020-02-23
Michelle Berry,77740158,F,24. Forrest Gump,Normal,6.54,2018-08-02
Richard Jones,22736984,M,2. The Godfather,Normal,6.7,2017-08-04
Christine Lucero,13466227,F,"6. The Good, the Bad and the Ugly",3D,10.69,2023-02-17
Donald Cole,70348381,M,2. The Godfather,3D,11.11,2021-08-21
Jason Mccormick,75419447,M,5. Schindler's List,3D,10.99,2017-07-26
Rebecca Delacruz,63357726,F,23. Seven Samurai,3D,13.45,2022-07-12
Cassidy Thomas,35806489,F,21. Casablanca,3D,11.69,2019-07-02
Heather Kelley,60209354,F,3. Citizen Kane,3D,10.85,2017-02-15
Joshua Diaz,60630249,M,10. The Godfather Part II,Normal,6.18,2024-10-07
Kimberly Bennett,21378844,F,15. Metropolis,3D,10.74,2017-07-15
Jared Harris,42220797,M,22. The Wizard of Oz,Normal,6.56,2025-05-10
Kelly Parker,73618489,F,4. 12 Angry Men,3D,11.76,2019-08-01
Alexander Jones,42555294,M,22. The Wizard of Oz,Normal,7.01,2017-08-03
Heather Gonzalez,46011865,F,14. 2001: A Space Odyssey,Normal,8.27,2025-03-24
Jacqueline Woods,47903858,F,21. Casablanca,3D,10.38,2024-03-09
Ashley Martinez,98003312,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.27,2019-02-15
Regina Vance,23523710,F,19. The Matrix,Normal,8.05,2018-01-21
James Oliver,45917337,M,18. Terminator 2: Judgment Day,Normal,6.42,2017-08-24
Daniel Crawford,65276733,M,18. Terminator 2: Judgment Day,Normal,6.83,2016-04-27
Michael Lowe,39331806,M,10. The Godfather Part II,3D,11.25,2021-12-28
Jeffrey Martin,74806050,M,16. Star Wars: Episode IV - A New Hope,3D,12.56,2024-10-21
Natalie Kaufman,79887299,F,24. Forrest Gump,3D,13.33,2016-11-05
Craig Porter,99957692,M,5. Schindler's List,Normal,7.21,2015-09-03
Rachel Lopez,36239405,F,11. Pulp Fiction,Normal,7.09,2016-03-06
Katherine Hodges,70524102,F,5. Schindler's List,3D,12.66,2016-12-11
Lauren Norris,85012192,F,9. The Dark Knight,3D,13.12,2024-11-22
Frederick Arnold,31910091,M,"6. The Good, the Bad and the Ugly",3D,11.09,2020-03-19
David Torres,92127675,M,24. Forrest Gump,3D,13.73,2020-03-08
Derrick Cooley,61504602,M,5. Schindler's List,Normal,6.86,2017-10-19
Kristen Houston,77687502,F,23. Seven Samurai,3D,10.7,2019-02-07
Adam Rangel,51607651,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,6.2,2023-11-27
Ryan Braun,76470274,M,13. Psycho,Normal,8.72,2024-06-04
Edward Garza,51770608,M,1. The Shawshank Redemption,3D,13.67,2022-06-19
Christian Johnson,13109235,M,9. The Dark Knight,Normal,8.23,2015-10-01
Amanda Johnson,31278053,F,11. Pulp Fiction,Normal,8.35,2023-05-02
Angela Smith,44083425,F,5. Schindler's List,3D,13.85,2017-07-28
Virginia Johnson,97866705,F,1. The Shawshank Redemption,Normal,8.28,2015-08-29
Stephanie Hernandez,43529610,F,5. Schindler's List,3D,10.39,2025-01-07
Jeremiah Butler,11848278,M,1. The Shawshank Redemption,3D,11.86,2025-02-26
Pamela Shaw,53607615,F,15. Metropolis,Normal,7.61,2021-01-16
Jean Anderson,44545411,F,11. Pulp Fiction,3D,11.36,2016-02-13
Joshua Michael,34926273,M,"6. The Good, the Bad and the Ugly",Normal,8.33,2018-06-18
Robert Ramos,46215976,M,19. The Matrix,3D,10.83,2022-10-15
Jeffrey Rogers,52201858,M,22. The Wizard of Oz,Normal,7.82,2018-09-25
Nicholas Cummings,48356402,M,21. Casablanca,Normal,6.83,2017-04-12
Christina Mayo,41823704,F,9. The Dark Knight,Normal,7.22,2021-11-10
Jonathan Wise DVM,94876190,M,21. Casablanca,3D,11.37,2016-10-23
Amber Watts,11270213,F,18. Terminator 2: Judgment Day,Normal,8.44,2022-07-21
Sharon Allen,20520094,F,25. Inception,Normal,6.6,2021-06-12
Joshua Rogers,54619670,M,2. The Godfather,3D,10.6,2019-11-08
Willie Campbell,37289330,M,23. Seven Samurai,Normal,6.18,2024-03-09
Jennifer Johnson,64385603,F,19. The Matrix,3D,10.08,2017-11-17
Janet White MD,60067944,F,8. The Lord of the Rings: The Return of the King,3D,12.7,2016-03-31
Christian Jenkins,15445228,M,21. Casablanca,Normal,6.66,2015-08-25
Alexandra Williams,75737537,F,16. Star Wars: Episode IV - A New Hope,3D,13.28,2016-01-07
Tammy Wood,84212593,F,22. The Wizard of Oz,Normal,6.24,2018-10-09
Aaron Newton,56776064,M,1. The Shawshank Redemption,Normal,7.08,2020-12-08
Rhonda Caldwell,74222708,F,1. The Shawshank Redemption,3D,12.5,2018-06-21
Kenneth Ayers,77175413,M,12. Fight Club,Normal,8.11,2024-10-28
Kayla Johnson,78489416,F,23. Seven Samurai,3D,11.71,2019-12-11
Amy Neal,79637759,F,19. The Matrix,Normal,7.66,2018-07-10
Anthony Gregory,14192025,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.12,2023-03-20
David Thompson,76677781,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.78,2019-09-07
Kimberly Miller,71550810,F,20. Raiders of the Lost Ark,3D,13.6,2020-04-28
Sarah Khan,85295784,F,2. The Godfather,3D,10.24,2017-04-13
Katherine Cruz,49308647,F,1. The Shawshank Redemption,3D,12.34,2019-11-03
Cody Lawrence,47752904,M,2. The Godfather,3D,13.2,2020-12-24
Melissa Fuller,71082683,F,3. Citizen Kane,3D,13.22,2016-10-14
Jon Gomez,20402476,M,20. Raiders of the Lost Ark,Normal,6.95,2018-03-30
Matthew Vargas,80839292,M,9. The Dark Knight,Normal,7.5,2016-07-22
Timothy Hatfield,72989579,M,5. Schindler's List,Normal,8.07,2019-03-20
Paul Jackson,66635228,M,8. The Lord of the Rings: The Return of the King,3D,13.79,2016-02-13
Sarah Waller,52990898,F,13. Psycho,Normal,7.88,2023-09-19
Steven Carr,26157696,M,20. Raiders of the Lost Ark,3D,11.96,2015-11-14
Dawn Small,97701354,F,15. Metropolis,Normal,6.56,2020-06-25
Jonathan Anderson,44797949,M,13. Psycho,3D,10.64,2018-10-22
Tiffany Morrison,13475835,F,20. Raiders of the Lost Ark,Normal,7.02,2023-01-14
Lauren Harris,45981192,F,15. Metropolis,Normal,7.02,2019-03-04
Tiffany Bass,99018095,F,1. The Shawshank Redemption,Normal,8.09,2016-03-29
David Rodriguez,90877918,M,21. Casablanca,Normal,8.76,2021-04-16
Jessica Chang,17720429,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.09,2015-07-24
Jennifer Bates,29133927,F,23. Seven Samurai,Normal,8.7,2023-06-21
Janet Wright,34044486,F,"6. The Good, the Bad and the Ugly",Normal,6.35,2019-06-23
Jennifer Nunez,56992292,F,4. 12 Angry Men,Normal,7.93,2023-08-22
Derek Brown,90787012,M,3. Citizen Kane,3D,10.32,2016-01-25
Christina Coleman,30190616,F,5. Schindler's List,Normal,6.76,2018-09-03
Ms. Gail Dalton,49186248,F,12. Fight Club,Normal,7.46,2015-08-05
Trevor Anderson,72736688,M,9. The Dark Knight,3D,11.82,2025-03-14
Benjamin Rogers,75686069,M,24. Forrest Gump,Normal,7.59,2024-07-08
James Rosales,79850653,M,10. The Godfather Part II,3D,13.59,2019-07-25
Jonathan Stewart,29776936,M,23. Seven Samurai,3D,12.58,2018-02-02
Samuel James,95096913,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.65,2016-11-05
Kyle Cole,49861190,M,11. Pulp Fiction,Normal,7.74,2019-12-27
Samantha Roberts,28908439,F,25. Inception,Normal,6.21,2017-04-06
Nathaniel Henry,65560197,M,2. The Godfather,3D,12.63,2015-08-04
Jessica Smith,37543126,F,20. Raiders of the Lost Ark,Normal,7.08,2018-10-17
Jonathan Haney,25745518,M,5. Schindler's List,3D,13.73,2016-03-29
Mr. Michael Cunningham,56527213,M,5. Schindler's List,3D,10.48,2017-01-09
David Lopez,77307988,M,4. 12 Angry Men,Normal,6.08,2017-10-16
Nicholas Vazquez,27555918,M,16. Star Wars: Episode IV - A New Hope,Normal,8.91,2018-08-12
Kristina Curry,18810717,F,11. Pulp Fiction,Normal,7.1,2020-10-10
Colin Harrington,92579957,M,11. Pulp Fiction,3D,10.79,2019-02-16
Julia Ward,88996218,F,19. The Matrix,3D,11.38,2020-04-16
Heidi Ruiz,43796349,F,"6. The Good, the Bad and the Ugly",Normal,6.18,2019-11-02
Jessica Smith,69337915,F,9. The Dark Knight,Normal,7.66,2016-12-09
Charles Lawrence,31213877,M,16. Star Wars: Episode IV - A New Hope,Normal,6.37,2021-02-26
Beth Keller,30660011,F,12. Fight Club,Normal,7.84,2018-02-20
Joseph Swanson,52177025,M,2. The Godfather,3D,12.0,2023-03-31
Scott Reynolds,35494445,M,19. The Matrix,3D,13.55,2022-12-07
Rebecca Wood,69107579,F,10. The Godfather Part II,3D,10.43,2021-09-18
Allen Frey,26244659,M,19. The Matrix,Normal,8.9,2022-05-31
Sierra Butler,99325607,F,19. The Matrix,Normal,6.88,2016-04-14
Michael Brown,51809184,M,5. Schindler's List,3D,10.43,2020-09-16
Zachary Carroll,93936699,M,11. Pulp Fiction,Normal,7.83,2016-02-23
Cassie Hubbard,23614324,F,19. The Matrix,3D,12.24,2018-06-01
Mr. Willie Strickland,73466655,M,12. Fight Club,3D,13.13,2018-05-15
John Nichols,96917510,M,3. Citizen Kane,Normal,7.85,2017-02-28
Nathan Jones,14385679,M,8. The Lord of the Rings: The Return of the King,3D,11.95,2024-12-18
Terry Walker,30061813,M,22. The Wizard of Oz,3D,11.08,2024-02-03
Tyler Guzman,33605768,M,5. Schindler's List,Normal,7.94,2018-01-09
Carmen Lucas,68576325,F,23. Seven Samurai,Normal,8.18,2021-03-08
Travis Stephenson,58411395,M,9. The Dark Knight,Normal,6.15,2024-06-03
Kurt Long,14578895,M,23. Seven Samurai,3D,13.22,2019-12-10
Sarah Johnson,46935724,F,12. Fight Club,3D,10.16,2017-11-28
Shannon Hughes,32593386,F,14. 2001: A Space Odyssey,3D,11.51,2020-05-30
Christina Morgan,76483336,F,24. Forrest Gump,3D,10.71,2024-11-30
John Sexton,35077403,M,20. Raiders of the Lost Ark,3D,10.12,2019-11-14
Jared Vega,75174530,M,10. The Godfather Part II,3D,10.38,2019-02-21
Daniel Jenkins,94216451,M,22. The Wizard of Oz,3D,11.38,2023-03-01
Caitlin Watkins,58392310,F,19. The Matrix,3D,10.24,2025-04-07
Hector Moran,52703475,M,20. Raiders of the Lost Ark,3D,11.3,2018-11-17
Ashley Perez,31513410,F,19. The Matrix,3D,11.95,2016-11-12
Keith Burke,10902915,M,20. Raiders of the Lost Ark,Normal,8.2,2022-08-24
Leslie Sanchez,71982419,F,16. Star Wars: Episode IV - A New Hope,Normal,7.44,2016-12-19
Benjamin Brown,92266854,M,5. Schindler's List,Normal,8.53,2021-07-03
Megan Brown,62132145,F,18. Terminator 2: Judgment Day,Normal,8.34,2025-01-08
Alejandro Moore,59071218,M,1. The Shawshank Redemption,Normal,8.33,2016-06-21
Corey Guzman,34434922,M,15. Metropolis,3D,10.73,2016-08-15
Heather Lynch,95151490,F,13. Psycho,3D,10.74,2020-08-27
Allison Neal,32809983,F,3. Citizen Kane,Normal,6.13,2015-10-03
Richard Warren,45600758,M,19. The Matrix,Normal,6.36,2025-04-25
Laurie Crosby,25660401,F,1. The Shawshank Redemption,3D,10.64,2019-11-15
Christy Garrett,58935001,F,22. The Wizard of Oz,3D,10.5,2017-02-24
Jason Sheppard,64774240,M,4. 12 Angry Men,Normal,8.23,2017-09-25
Kathryn Williams,64994196,F,20. Raiders of the Lost Ark,3D,13.86,2017-03-27
Brandon Lee,27091494,M,1. The Shawshank Redemption,3D,11.78,2019-11-12
Sean Anderson,99822627,M,22. The Wizard of Oz,3D,11.61,2018-09-16
Natalie Garcia,54346961,F,22. The Wizard of Oz,3D,12.4,2017-10-08
Jeffrey James,67805729,M,1. The Shawshank Redemption,3D,12.41,2017-11-10
Kevin Ewing,75561205,M,20. Raiders of the Lost Ark,Normal,6.83,2024-02-10
Donna Mcdaniel,34569142,F,2. The Godfather,Normal,6.88,2017-07-17
Kayla Robinson,77464579,F,5. Schindler's List,3D,11.86,2019-05-04
Michelle Joseph,48596223,F,12. Fight Club,3D,11.05,2025-04-11
John Perez,25575389,M,"6. The Good, the Bad and the Ugly",3D,10.45,2024-03-11
Casey Johnson,27556243,M,21. Casablanca,Normal,6.65,2017-06-06
Matthew Harper,45254927,M,10. The Godfather Part II,3D,12.88,2017-12-12
Rebecca Johnson,14612749,F,9. The Dark Knight,Normal,8.62,2020-01-15
Andrea Benson,68336853,F,22. The Wizard of Oz,3D,11.18,2019-03-27
Anita Glass,59828337,F,10. The Godfather Part II,Normal,8.97,2025-02-25
Penny Hill,72780871,F,19. The Matrix,Normal,6.58,2023-07-07
Paul Byrd,55724857,M,23. Seven Samurai,Normal,6.45,2019-03-07
Aaron Jackson,88813431,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,12.43,2021-10-23
Ryan Osborne,90501034,M,16. Star Wars: Episode IV - A New Hope,Normal,6.39,2020-01-01
Noah Harris,18732781,M,24. Forrest Gump,3D,12.54,2022-06-28
Jasmine Thomas,47148141,F,15. Metropolis,3D,12.38,2018-10-01
Jason Martin,71127133,M,18. Terminator 2: Judgment Day,3D,10.01,2025-01-11
Patricia Harrison,64928828,F,"6. The Good, the Bad and the Ugly",Normal,8.79,2019-05-15
Paula Watts,61240657,F,19. The Matrix,Normal,8.65,2023-04-18
Kendra Rush,30992894,F,2. The Godfather,Normal,8.37,2024-12-11
Mr. David Bennett,47804247,M,10. The Godfather Part II,3D,12.75,2019-12-19
Julie Nicholson,37076648,F,13. Psycho,Normal,6.59,2019-09-11
Brandon Lawson,12019269,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.59,2024-11-22
Gina Parker,68889291,F,15. Metropolis,Normal,8.93,2021-03-21
Chelsea Robbins,86660663,F,9. The Dark Knight,Normal,8.29,2021-04-05
David Martinez,19578744,M,"6. The Good, the Bad and the Ugly",3D,10.06,2019-07-01
Tony Tapia,97432829,M,11. Pulp Fiction,Normal,7.74,2017-09-01
Michelle Johnson,92711347,F,13. Psycho,Normal,7.46,2019-07-04
Jody Evans,67538037,F,9. The Dark Knight,3D,10.36,2021-08-28
Amanda Johnson,51491528,F,20. Raiders of the Lost Ark,3D,12.64,2023-07-02
Debra Foster,74946194,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.25,2017-07-11
Jonathan Webb,96682213,M,21. Casablanca,Normal,6.55,2018-10-15
Jeffrey Wyatt,88392161,M,2. The Godfather,Normal,6.21,2015-09-06
Kyle Foster,70174886,M,22. The Wizard of Oz,Normal,7.3,2021-10-05
Beth Parker,62684169,F,13. Psycho,3D,11.23,2022-01-16
Jamie Watson,67423382,F,21. Casablanca,3D,12.42,2018-12-21
Angela Armstrong,57171676,F,14. 2001: A Space Odyssey,Normal,6.4,2022-02-04
Raymond Richards,98441437,M,5. Schindler's List,Normal,8.72,2022-06-29
Tracey Sloan,38626712,F,2. The Godfather,3D,13.45,2023-01-17
Rebecca Farmer,96302583,F,2. The Godfather,Normal,8.28,2016-11-06
Tina Serrano,42286181,F,2. The Godfather,Normal,8.64,2018-03-31
Matthew Jackson,97747321,M,20. Raiders of the Lost Ark,3D,11.88,2021-01-13
Margaret Scott,78102626,F,9. The Dark Knight,3D,13.62,2015-06-12
Latasha Barrett,20619332,F,2. The Godfather,Normal,6.95,2016-09-06
Lindsey Mclean,62266581,F,3. Citizen Kane,Normal,8.88,2020-03-14
Jeffrey Smith,83850564,M,5. Schindler's List,3D,13.43,2023-07-18
Dr. Daniel Yates,83421607,M,22. The Wizard of Oz,3D,10.43,2024-11-28
Brandon Smith,95982957,M,2. The Godfather,Normal,6.76,2018-06-11
Katie Gordon,60134300,F,9. The Dark Knight,3D,13.09,2015-10-08
David Chang,26533448,M,8. The Lord of the Rings: The Return of the King,Normal,6.53,2022-03-22
Lucas Jones,21042008,M,10. The Godfather Part II,3D,10.9,2022-04-14
William Cain,79979117,M,23. Seven Samurai,Normal,7.17,2020-09-25
John Bowen,71468585,M,22. The Wizard of Oz,3D,12.76,2019-06-09
Michael Wilson,69634691,M,15. Metropolis,3D,13.3,2017-09-01
Lisa Freeman PhD,67450015,F,18. Terminator 2: Judgment Day,Normal,7.49,2016-09-28
April Raymond,69087707,F,11. Pulp Fiction,Normal,8.94,2021-06-26
William Rogers,91193931,M,20. Raiders of the Lost Ark,Normal,8.49,2015-11-18
Ronald Carter,37059747,M,18. Terminator 2: Judgment Day,3D,13.76,2018-02-02
Patrick Mendoza,28424571,M,22. The Wizard of Oz,3D,13.99,2023-07-15
Alicia Flores,45786907,F,10. The Godfather Part II,3D,11.48,2022-10-02
Patricia Moreno,69202678,F,16. Star Wars: Episode IV - A New Hope,3D,12.36,2024-05-09
Calvin Martin,69907312,M,11. Pulp Fiction,3D,12.88,2017-07-10
Brandy Taylor,62057387,F,20. Raiders of the Lost Ark,Normal,6.69,2023-07-07
Joseph Cook,27075934,M,20. Raiders of the Lost Ark,3D,12.09,2016-12-15
Tiffany Payne,37441445,F,16. Star Wars: Episode IV - A New Hope,3D,11.43,2019-04-16
Richard Fitzpatrick,84699064,M,23. Seven Samurai,Normal,8.24,2022-12-17
Kevin Green,41800668,M,21. Casablanca,Normal,8.87,2022-04-06
Michelle Taylor,77502000,F,10. The Godfather Part II,Normal,7.01,2024-05-08
Jodi Campbell,58417885,F,4. 12 Angry Men,3D,11.63,2020-01-11
Nicole Roberts,46517435,F,11. Pulp Fiction,Normal,8.06,2022-07-13
Sarah Murillo,72644371,F,22. The Wizard of Oz,3D,10.15,2022-03-31
Jessica Nelson,87749229,F,10. The Godfather Part II,Normal,6.12,2023-01-26
Steven Hensley,96546730,M,15. Metropolis,3D,11.04,2016-03-23
Adam Taylor,27421074,M,12. Fight Club,Normal,6.25,2019-10-02
Elaine Doyle,41430640,F,10. The Godfather Part II,3D,11.87,2018-09-10
Mary Sellers,91107992,F,22. The Wizard of Oz,3D,12.42,2015-09-15
Jody Smith,85324671,F,13. Psycho,3D,13.23,2021-11-27
Fred Harrison,10675520,M,3. Citizen Kane,3D,13.26,2024-08-22
Monica Barnes,35887728,F,19. The Matrix,3D,11.81,2024-09-25
Paula Flynn,35516198,F,11. Pulp Fiction,Normal,6.98,2020-08-26
Mary Ritter DDS,43267252,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.39,2017-06-11
Andrea Bennett,55745715,F,8. The Lord of the Rings: The Return of the King,Normal,8.15,2023-05-11
William Singh,53931336,M,18. Terminator 2: Judgment Day,Normal,8.06,2023-11-03
Christopher Mendoza,31018360,M,25. Inception,3D,11.56,2017-12-19
Martin Richmond,86766404,M,18. Terminator 2: Judgment Day,Normal,7.55,2019-12-04
Robert Robinson,90953013,M,18. Terminator 2: Judgment Day,3D,10.4,2017-12-13
Kristen Mitchell,89964255,F,21. Casablanca,Normal,7.02,2024-05-10
Grant Wolfe,20644479,M,2. The Godfather,3D,12.98,2016-06-05
Zachary Bailey,65069763,M,20. Raiders of the Lost Ark,Normal,8.01,2022-04-11
Tammy Valdez,93371649,F,14. 2001: A Space Odyssey,3D,13.75,2024-04-20
Lawrence Mcintyre,89113560,M,5. Schindler's List,Normal,7.11,2022-01-24
Tara Ortiz,43017476,F,20. Raiders of the Lost Ark,Normal,8.84,2022-12-05
Margaret Ramos,82022438,F,5. Schindler's List,3D,13.63,2022-05-20
Stephanie Barrera,70388926,F,19. The Matrix,3D,12.22,2023-03-23
Michael Johnson,20983163,M,2. The Godfather,3D,11.94,2019-01-20
Vincent Ramos,97563276,M,5. Schindler's List,3D,10.03,2024-06-28
Mark Jones,32284987,M,25. Inception,Normal,6.14,2016-10-09
Deborah Griffin,99506550,F,23. Seven Samurai,Normal,7.22,2025-04-05
Rebecca Lee,42351033,F,19. The Matrix,Normal,8.37,2023-04-07
Jessica Mcdaniel,85010719,F,23. Seven Samurai,Normal,7.69,2020-03-15
Rebecca Lewis,16232804,F,13. Psycho,Normal,6.81,2020-06-05
John Murray,93571188,M,8. The Lord of the Rings: The Return of the King,Normal,6.28,2022-08-23
Cynthia Patterson,96126970,F,25. Inception,3D,12.19,2015-08-02
Lance Bush,13185111,M,12. Fight Club,Normal,6.89,2024-06-02
Jill White,60893726,F,23. Seven Samurai,3D,11.0,2023-08-05
Keith Miller,33653014,M,10. The Godfather Part II,3D,13.17,2020-08-16
Alexandria Bennett,24121271,F,3. Citizen Kane,3D,12.06,2022-03-03
David Duncan,31489315,M,13. Psycho,3D,13.2,2015-11-07
Jacob Coleman,74585158,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.66,2017-08-26
Jared Dean,86328508,M,4. 12 Angry Men,3D,11.8,2024-12-28
Matthew Foster,21388583,M,21. Casablanca,Normal,8.73,2018-11-27
Joseph Lopez,60507246,M,9. The Dark Knight,Normal,8.12,2021-11-08
Jessica Garcia,99593293,F,8. The Lord of the Rings: The Return of the King,3D,11.81,2021-01-01
Ms. Mary Rose,90687252,F,22. The Wizard of Oz,3D,11.64,2015-12-23
Emily Gutierrez,97848175,F,8. The Lord of the Rings: The Return of the King,3D,13.27,2024-04-23
Mackenzie Curtis,45173115,F,8. The Lord of the Rings: The Return of the King,3D,13.77,2020-01-28
Travis Fox,55441755,M,"6. The Good, the Bad and the Ugly",Normal,7.47,2025-03-28
Bryan Bridges,94546937,M,25. Inception,Normal,6.02,2016-07-08
Jessica Walls,40224859,F,19. The Matrix,3D,13.21,2024-05-01
Melissa Velez,61941673,F,4. 12 Angry Men,3D,12.64,2022-11-30
Catherine Vargas,21975739,F,23. Seven Samurai,3D,10.34,2022-03-01
Nicholas Watkins,87508926,M,16. Star Wars: Episode IV - A New Hope,3D,13.89,2018-05-13
