nombre,dni,genero,pelicula,formato,precio,fecha_visita
Amanda Ross,51299075,F,1. The Shawshank Redemption,Normal,6.19,2018-01-14
Kara Marshall,23704871,F,5. Schindler's List,Normal,7.64,2020-05-27
Dean Olsen,26983894,M,2. The Godfather,3D,11.9,2019-06-10
Michaela Douglas,13043779,F,25. Inception,3D,11.8,2019-12-12
Jim Dixon,95628276,M,2. The Godfather,3D,13.47,2018-11-04
Devon Austin,65728847,M,12. Fight Club,3D,12.84,2022-01-10
James Kim,57938686,M,2. The Godfather,3D,11.02,2020-10-22
Donna Mayo,46162051,F,9. The Dark Knight,3D,10.76,2023-07-15
Kimberly Carter,45896745,F,4. 12 Angry Men,Normal,6.06,2016-06-22
Travis Garcia,14639774,M,8. The Lord of the Rings: The Return of the King,Normal,6.27,2018-08-25
Kimberly Chen,39587757,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,6.19,2025-03-08
Diana Jones,11779001,F,19. The Matrix,Normal,7.69,2017-01-23
Kristina Manning,59380487,F,25. Inception,3D,11.53,2019-07-07
Mark Peterson,91079181,M,23. Seven Samurai,3D,11.64,2017-11-10
Paul Griffin,35170888,M,14. 2001: A Space Odyssey,Normal,8.71,2015-10-02
Jason Clay,44123848,M,3. Citizen Kane,Normal,6.53,2022-11-01
Tammy Dominguez,59161146,F,14. 2001: A Space Odyssey,3D,11.96,2021-05-06
Melanie Patel,57924241,F,3. Citizen Kane,3D,11.96,2015-07-21
Matthew Ford,34346857,M,3. Citizen Kane,3D,11.72,2017-02-04
Matthew Williams PhD,48483937,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.42,2021-06-26
Megan Rogers,48909703,F,20. Raiders of the Lost Ark,Normal,6.76,2016-07-15
Mikayla White,61511221,F,3. Citizen Kane,Normal,8.72,2017-10-31
Ashley Beck,22562389,F,9. The Dark Knight,Normal,8.85,2021-03-28
Gene Molina,71067053,M,5. Schindler's List,Normal,6.72,2024-02-02
Shawn Perez,74990212,M,20. Raiders of the Lost Ark,Normal,7.3,2018-05-05
Kayla Hayden,33625572,F,1. The Shawshank Redemption,Normal,8.98,2019-12-07
Gary Guzman,82825833,M,18. Terminator 2: Judgment Day,3D,13.76,2017-10-24
Megan Davis,98325368,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.91,2017-03-09
Michael Brown,59028609,M,11. Pulp Fiction,3D,13.46,2021-01-05
Kimberly Wagner,83748425,F,19. The Matrix,3D,13.54,2021-08-15
Jeffrey Lawrence,51379032,M,2. The Godfather,Normal,6.32,2018-09-03
Michele Webb,26332709,F,10. The Godfather Part II,Normal,6.18,2018-03-08
Christopher Melendez,72989087,M,10. The Godfather Part II,Normal,7.13,2021-04-11
Brent Ali,39303536,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.74,2020-10-30
Laura Erickson,69103219,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.42,2016-03-25
Matthew Lopez,62951405,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,10.95,2018-08-29
Daniel Davis,13048717,M,20. Raiders of the Lost Ark,3D,13.96,2019-02-28
Alexis Jones,99812909,F,19. The Matrix,Normal,7.47,2017-05-15
Raymond Acevedo,42307325,M,13. Psycho,Normal,7.0,2018-08-01
Tracy Kelly,64046987,F,5. Schindler's List,3D,13.95,2016-01-20
Joseph Sullivan,95048162,M,21. Casablanca,3D,10.08,2017-11-09
Molly Shepherd,97867000,F,5. Schindler's List,3D,11.63,2019-01-03
Mark Jennings,23307102,M,16. Star Wars: Episode IV - A New Hope,3D,12.31,2020-08-11
Andrew Hunt,70434425,M,2. The Godfather,Normal,6.98,2022-06-19
Todd Grant,90626954,M,16. Star Wars: Episode IV - A New Hope,3D,12.38,2018-06-27
Rhonda Clements,25893588,F,23. Seven Samurai,Normal,7.03,2023-05-20
Harold Obrien,64576384,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.61,2025-03-02
Jose Johnson,97121886,M,25. Inception,Normal,6.57,2016-10-11
Diana Burton,68219999,F,16. Star Wars: Episode IV - A New Hope,3D,13.86,2023-12-06
Ashley Miller,34503999,F,20. Raiders of the Lost Ark,Normal,8.55,2021-09-11
Lisa Burke,34940491,F,24. Forrest Gump,Normal,7.17,2019-01-03
Kathryn Ellis,85940412,F,14. 2001: A Space Odyssey,Normal,6.11,2019-06-13
Olivia Morris,48507984,F,9. The Dark Knight,Normal,7.57,2025-05-06
Tiffany Warren,67127647,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.72,2025-02-26
Daniel Reynolds,28237993,M,2. The Godfather,Normal,7.29,2023-10-16
Kelly Willis,16868367,F,"6. The Good, the Bad and the Ugly",Normal,6.87,2023-06-16
Jesse Sanchez,33137463,M,2. The Godfather,Normal,6.29,2023-04-30
Darryl Coffey,95692765,M,13. Psycho,3D,12.89,2020-08-02
Kimberly Hayes,34911383,F,25. Inception,3D,10.53,2022-03-07
Caroline Cardenas,86630334,F,23. Seven Samurai,Normal,8.38,2019-10-09
Stephen Mccormick,31183819,M,12. Fight Club,3D,11.18,2022-05-29
Shane Lopez,83202710,M,5. Schindler's List,Normal,8.65,2025-01-26
James Mitchell,83475043,M,15. Metropolis,Normal,6.97,2020-08-24
Kyle Bush,42290029,M,14. 2001: A Space Odyssey,3D,12.36,2022-08-09
Angela Thomas,24800793,F,12. Fight Club,3D,10.52,2017-09-30
Michael Howard,78126627,M,10. The Godfather Part II,Normal,7.16,2024-08-03
Kenneth Escobar,92776678,M,"6. The Good, the Bad and the Ugly",Normal,8.65,2024-05-05
Terry Brown,23205011,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.3,2021-07-09
Edward Gutierrez,34221636,M,11. Pulp Fiction,Normal,7.92,2021-09-05
Rebecca White,95557806,F,25. Inception,3D,12.52,2019-03-15
Darren Allen,43166113,M,16. Star Wars: Episode IV - A New Hope,Normal,8.05,2020-11-28
William Cook,90007789,M,3. Citizen Kane,Normal,6.47,2023-12-18
Tiffany Hammond,32732853,F,25. Inception,Normal,8.75,2019-05-20
Ashley Pena,41537292,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,12.37,2017-04-17
Barbara Johns,50123182,F,23. Seven Samurai,3D,11.3,2016-09-07
William Moore II,53471848,M,15. Metropolis,Normal,6.64,2023-03-04
Kathy Kramer,85774146,F,16. Star Wars: Episode IV - A New Hope,3D,12.62,2018-12-29
Daniel Tucker,73549983,M,25. Inception,3D,12.94,2019-05-25
William Salazar,84213908,M,5. Schindler's List,Normal,8.49,2023-10-06
Carolyn Floyd,96028279,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.95,2024-08-18
Samuel Blackburn,31025870,M,14. 2001: A Space Odyssey,3D,10.9,2020-07-23
Matthew Cameron,50278437,M,25. Inception,3D,10.67,2016-07-29
Marc Hickman,46711112,M,22. The Wizard of Oz,3D,13.96,2024-09-07
Lawrence Carter,67028242,M,16. Star Wars: Episode IV - A New Hope,3D,13.18,2017-02-12
Perry Cantrell,13057756,M,19. The Matrix,3D,11.19,2015-07-11
Deborah Brewer,15060018,F,21. Casablanca,Normal,6.69,2020-10-04
Tamara Parker,22080642,F,9. The Dark Knight,Normal,7.58,2020-12-23
Michelle Yoder,43477815,F,16. Star Wars: Episode IV - A New Hope,Normal,8.17,2017-09-28
Bryan Lamb,67496626,M,14. 2001: A Space Odyssey,3D,11.21,2015-11-02
Mary Miller,95331156,F,24. Forrest Gump,Normal,8.31,2020-02-09
Michelle Hines,41640610,F,22. The Wizard of Oz,Normal,8.5,2022-08-28
Steven Hill,73439502,M,1. The Shawshank Redemption,3D,11.92,2019-02-13
Deanna Cochran,58477487,F,15. Metropolis,3D,10.46,2023-01-26
James Gonzalez,62052598,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.03,2021-01-23
Sean Price,64545597,M,2. The Godfather,3D,11.75,2018-06-13
Matthew Obrien,39712605,M,23. Seven Samurai,3D,10.1,2023-09-18
Isaac Brown,38661665,M,22. The Wizard of Oz,3D,13.37,2024-06-03
Laura Morton,93195459,F,3. Citizen Kane,3D,12.21,2019-03-21
Bonnie Harris,26538610,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.95,2020-04-07
Jennifer Stout,29900395,F,2. The Godfather,3D,12.47,2020-11-20
Bonnie Graves,67436124,F,12. Fight Club,3D,11.79,2022-07-28
Steven Oliver,53590544,M,12. Fight Club,Normal,7.85,2020-11-09
Brian Hunt,99170686,M,2. The Godfather,Normal,6.38,2018-09-09
Robert Hughes,24474145,M,4. 12 Angry Men,3D,11.28,2022-04-13
Michelle Powell,95348365,F,14. 2001: A Space Odyssey,3D,12.72,2018-12-29
Michelle Prince,19924975,F,24. Forrest Gump,3D,11.32,2016-07-28
Michael Perez,92908555,M,15. Metropolis,Normal,7.63,2020-01-15
Jessica Lucas,63263672,F,5. Schindler's List,3D,11.52,2018-10-19
Erik Osborne,58899416,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.05,2021-05-01
Erika Wright,47075236,F,24. Forrest Gump,3D,12.22,2018-04-27
Jim Massey,12007006,M,15. Metropolis,Normal,8.83,2024-05-29
Dustin Atkins,90057797,M,19. The Matrix,3D,10.11,2024-02-21
Michael Torres,85219586,M,8. The Lord of the Rings: The Return of the King,3D,13.97,2024-05-07
Jasmine Garcia,82959744,F,5. Schindler's List,Normal,8.51,2019-02-12
Kim Rogers,44262445,F,"6. The Good, the Bad and the Ugly",3D,12.81,2016-05-01
Michael Miller,83647816,M,13. Psycho,Normal,8.46,2019-09-02
Joshua Arnold,90439377,M,24. Forrest Gump,3D,10.03,2021-07-07
Jill Mendoza,98162975,F,8. The Lord of the Rings: The Return of the King,3D,11.47,2016-12-27
Brian Wood,14711052,M,23. Seven Samurai,3D,10.47,2024-11-05
Ana Case,21491634,F,11. Pulp Fiction,Normal,6.78,2024-11-04
Lindsey Fletcher,17829166,F,16. Star Wars: Episode IV - A New Hope,Normal,6.52,2024-02-16
William Smith,57601079,M,9. The Dark Knight,3D,10.93,2016-02-24
Maria Black,33339691,F,20. Raiders of the Lost Ark,3D,11.74,2019-09-29
Christina Rodriguez,89986162,F,10. The Godfather Part II,3D,11.25,2024-04-14
Scott Sanchez,78210728,M,14. 2001: A Space Odyssey,3D,13.16,2017-01-11
Michael Medina,67903504,M,1. The Shawshank Redemption,3D,10.53,2017-04-20
Eileen Jones,93444187,F,9. The Dark Knight,3D,11.12,2024-04-08
Lauren Cooper,86986691,F,"6. The Good, the Bad and the Ugly",Normal,6.41,2017-05-03
Nicholas Hendrix,52222665,M,24. Forrest Gump,Normal,8.63,2020-08-07
Amy Casey,86895311,F,14. 2001: A Space Odyssey,Normal,8.31,2016-09-14
Elizabeth Simon,48821783,F,3. Citizen Kane,3D,13.7,2016-01-01
Adam Jones,79099173,M,9. The Dark Knight,3D,12.32,2018-02-13
Amber Williams,92565495,F,21. Casablanca,3D,10.55,2018-11-18
Thomas Hartman,92954383,M,13. Psycho,3D,12.46,2024-01-06
Cynthia Molina,63845107,F,15. Metropolis,Normal,7.86,2025-04-06
Adrian Lara,22214471,M,20. Raiders of the Lost Ark,Normal,7.85,2018-02-28
Natalie Rose,65329981,F,25. Inception,Normal,7.44,2023-10-31
Anna Ferguson,53025869,F,"6. The Good, the Bad and the Ugly",Normal,6.25,2018-02-22
Timothy Berg,29520167,M,13. Psycho,3D,11.78,2019-06-02
Stacey Miller,63692966,F,11. Pulp Fiction,Normal,8.4,2015-09-07
Rodney Benitez,82989103,M,11. Pulp Fiction,Normal,9.0,2022-12-28
Madeline Ross,31511269,F,16. Star Wars: Episode IV - A New Hope,3D,11.0,2023-04-05
William Moore,35242896,M,14. 2001: A Space Odyssey,Normal,6.49,2024-07-07
Chelsea Rivera,34489720,F,23. Seven Samurai,Normal,7.11,2024-07-25
Maria Callahan,17418760,F,14. 2001: A Space Odyssey,3D,13.32,2020-08-13
Alice Wilson,40120303,F,23. Seven Samurai,Normal,6.31,2017-07-08
Debra Soto,80013996,F,13. Psycho,3D,11.51,2021-11-29
Cynthia Nielsen,51468178,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.45,2018-08-07
Justin Fox,49442914,M,25. Inception,Normal,6.06,2024-06-18
Brandon Gibson,31532736,M,21. Casablanca,Normal,8.53,2022-05-12
Mark Roberts,96549849,M,12. Fight Club,3D,12.75,2015-12-30
Kevin Carter,29450074,M,25. Inception,3D,12.11,2022-03-02
David Perkins,49209287,M,5. Schindler's List,3D,13.87,2015-08-29
Jesus Hartman,37437861,M,"6. The Good, the Bad and the Ugly",Normal,8.28,2017-11-20
Daniel Mendoza DDS,32296068,M,16. Star Wars: Episode IV - A New Hope,3D,13.51,2020-04-09
Jason Russell,69220648,M,3. Citizen Kane,3D,10.66,2022-03-22
Malik Martin,55461854,M,13. Psycho,Normal,6.82,2015-10-12
Madeline Roberts,63054318,F,19. The Matrix,3D,11.42,2023-03-11
Bobby Jenkins,46631285,M,18. Terminator 2: Judgment Day,3D,13.41,2016-01-04
Alyssa Baker,89274693,F,9. The Dark Knight,3D,10.86,2020-09-28
Vickie Thomas,31928767,F,14. 2001: A Space Odyssey,Normal,7.71,2017-06-30
Joshua Banks,44376508,M,8. The Lord of the Rings: The Return of the King,3D,13.34,2024-01-04
Shannon Collins,50308016,F,16. Star Wars: Episode IV - A New Hope,Normal,6.65,2019-05-01
Kelly Duncan,75472131,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.17,2016-03-06
Leslie Willis,96723458,F,25. Inception,Normal,6.39,2018-10-18
Nathan Solis,89965436,M,9. The Dark Knight,3D,10.52,2021-08-08
Mallory Woods,47890708,F,16. Star Wars: Episode IV - A New Hope,Normal,6.59,2023-04-01
Carol Crawford,29781483,F,23. Seven Samurai,Normal,7.95,2018-03-10
Samuel Harrison,60619997,M,8. The Lord of the Rings: The Return of the King,Normal,6.93,2018-12-23
Rebecca Stephens,45110846,F,9. The Dark Knight,Normal,6.86,2021-11-08
Samuel Hawkins,39275432,M,24. Forrest Gump,Normal,6.49,2019-02-14
Beth Lane,75232389,F,10. The Godfather Part II,Normal,7.32,2019-07-11
Jacob Charles,89791774,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,7.98,2020-12-24
Christina Martinez,71667092,F,9. The Dark Knight,3D,12.86,2017-12-10
Juan Gonzalez,82154047,M,20. Raiders of the Lost Ark,3D,12.49,2023-10-11
Brittany Cook,47015506,F,5. Schindler's List,3D,13.48,2016-04-30
Susan Smith,43585574,F,15. Metropolis,3D,13.81,2016-04-13
Mr. Steven Aguilar,85423231,M,22. The Wizard of Oz,3D,11.71,2018-09-11
David Hodges,20903130,M,9. The Dark Knight,Normal,6.36,2016-12-01
Felicia Munoz,56363000,F,4. 12 Angry Men,3D,11.14,2015-10-10
Jennifer Cantrell,96950235,F,20. Raiders of the Lost Ark,3D,13.68,2018-02-08
Francisco Daniels,77190470,M,"6. The Good, the Bad and the Ugly",Normal,6.85,2023-09-09
Michael Jefferson,31526848,M,1. The Shawshank Redemption,Normal,8.58,2023-10-24
Stacy White,84183249,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,7.3,2024-09-11
Kimberly Knight,70247976,F,22. The Wizard of Oz,3D,12.78,2018-06-11
Crystal Hopkins,13845884,F,21. Casablanca,Normal,8.88,2020-05-28
Jennifer Jackson,47892287,F,5. Schindler's List,Normal,8.18,2025-05-10
Emma Owens,37087303,F,16. Star Wars: Episode IV - A New Hope,Normal,6.93,2019-05-31
Natalie Barajas,45506775,F,5. Schindler's List,Normal,6.64,2019-01-05
Michael Miller,15447201,M,16. Star Wars: Episode IV - A New Hope,Normal,8.01,2019-09-01
Rachael Moss,27407129,F,12. Fight Club,3D,11.1,2015-05-29
Michael Guzman,49497507,M,12. Fight Club,Normal,6.77,2020-09-22
William Baldwin,83784247,M,19. The Matrix,3D,11.51,2015-12-06
Gregory Wang,70850621,M,25. Inception,3D,10.45,2018-12-12
Cassandra Beard,43727880,F,4. 12 Angry Men,Normal,8.71,2020-04-23
William Thomas,54905041,M,9. The Dark Knight,3D,11.18,2021-11-12
Michelle Gibson,57971771,F,10. The Godfather Part II,3D,12.34,2024-08-02
Luke Rocha,27224545,M,11. Pulp Fiction,3D,11.9,2023-08-31
Matthew Quinn DDS,39276535,M,18. Terminator 2: Judgment Day,Normal,6.62,2019-06-17
Deanna Patel,16813880,F,12. Fight Club,3D,11.47,2025-01-04
Jim Keith,48769990,M,23. Seven Samurai,3D,10.96,2022-09-30
Natasha Foley,18609134,F,24. Forrest Gump,3D,11.09,2018-11-12
Michael Thompson,39378849,M,8. The Lord of the Rings: The Return of the King,3D,12.94,2022-06-11
Michael Becker,22087114,M,5. Schindler's List,3D,13.85,2020-12-01
Scott Barnes,66575866,M,12. Fight Club,3D,12.72,2018-08-04
Stephanie Wolfe,10401302,F,15. Metropolis,3D,10.45,2022-06-29
Randall Harvey,90632422,M,13. Psycho,Normal,6.65,2015-12-08
Bryan Cruz,54810680,M,4. 12 Angry Men,3D,12.94,2021-07-02
Taylor Welch,58830228,F,24. Forrest Gump,3D,11.78,2020-05-11
Joe Dorsey,91321460,M,1. The Shawshank Redemption,Normal,6.73,2016-09-06
Julia Long,58311982,F,22. The Wizard of Oz,Normal,8.03,2022-09-11
Christopher Jones,79509791,M,14. 2001: A Space Odyssey,3D,10.32,2022-04-17
Marcus Smith,11879867,M,8. The Lord of the Rings: The Return of the King,Normal,7.47,2017-09-08
Ronald Johnson,62189797,M,23. Seven Samurai,Normal,8.31,2015-10-06
Brandon Stevens,80455950,M,5. Schindler's List,3D,12.48,2024-01-09
Gregory Martinez,92463111,M,16. Star Wars: Episode IV - A New Hope,Normal,6.09,2020-02-03
Shannon Hall,33442861,F,20. Raiders of the Lost Ark,3D,13.74,2021-09-22
Sara Hill,91190845,F,4. 12 Angry Men,3D,11.11,2016-11-09
Robert Carter,16774629,M,5. Schindler's List,Normal,6.72,2016-01-12
Derek Gray,81734203,M,16. Star Wars: Episode IV - A New Hope,3D,11.8,2021-08-19
James Clark,96254284,M,5. Schindler's List,Normal,7.66,2021-05-28
Jamie Lloyd,11130078,F,22. The Wizard of Oz,Normal,7.33,2019-04-11
Monica Blackwell,86772571,F,4. 12 Angry Men,Normal,8.15,2015-11-04
Christina Williams,66970858,F,3. Citizen Kane,3D,10.71,2023-08-01
David Mathis,16643807,M,16. Star Wars: Episode IV - A New Hope,3D,10.05,2017-01-04
Jonathan Robertson,91994258,M,19. The Matrix,Normal,8.66,2025-01-18
Nancy Johnson,90218422,F,12. Fight Club,3D,13.57,2020-02-03
Samuel Chen,31908694,M,10. The Godfather Part II,3D,12.72,2021-07-22
Jacob Moreno,81575950,M,"6. The Good, the Bad and the Ugly",Normal,6.81,2020-10-15
Terrance Lee,86098596,M,21. Casablanca,Normal,6.92,2016-04-20
Brian Jackson,49354717,M,20. Raiders of the Lost Ark,3D,10.78,2024-06-26
Anthony Proctor,54929670,M,23. Seven Samurai,3D,11.43,2022-04-01
Mackenzie Snyder,13398317,F,22. The Wizard of Oz,Normal,7.62,2021-01-01
Dawn Flowers,50885607,F,20. Raiders of the Lost Ark,3D,10.15,2015-05-20
Melissa Davis,69688097,F,"6. The Good, the Bad and the Ugly",3D,12.91,2022-06-14
David Chapman,23303611,M,13. Psycho,3D,12.92,2024-07-20
Mark Burns,87038105,M,22. The Wizard of Oz,Normal,7.55,2019-02-05
Robert Stewart,19704147,M,13. Psycho,3D,12.38,2020-06-27
Monica Walker,51631234,F,16. Star Wars: Episode IV - A New Hope,Normal,7.94,2020-07-05
Chad Arnold,46386194,M,9. The Dark Knight,Normal,6.16,2018-10-08
Steven Moreno,16756930,M,5. Schindler's List,Normal,7.53,2016-09-25
Jennifer Bishop,14152153,F,23. Seven Samurai,Normal,6.5,2019-12-23
Natalie Daniels,39563419,F,13. Psycho,3D,13.31,2023-08-27
William Byrd MD,22881099,M,"6. The Good, the Bad and the Ugly",3D,11.58,2016-02-22
Rick Thomas,31077675,M,3. Citizen Kane,Normal,8.95,2021-02-15
Megan Ingram,16823674,F,11. Pulp Fiction,Normal,7.54,2023-02-17
Anne Mcbride,18699132,F,3. Citizen Kane,3D,12.74,2016-08-15
Jacob Johnson,43926807,M,16. Star Wars: Episode IV - A New Hope,3D,12.1,2018-11-14
Andrea Williams,32228114,F,25. Inception,Normal,8.4,2022-03-02
Nicole Rodriguez,93534340,F,25. Inception,3D,12.79,2023-07-18
Stacey Love,14066474,F,14. 2001: A Space Odyssey,Normal,6.85,2022-05-12
Thomas Barnes,19324791,M,14. 2001: A Space Odyssey,Normal,6.24,2021-04-21
Samantha Smith,40951710,F,11. Pulp Fiction,Normal,7.22,2022-10-14
Edward Ingram,70237983,M,2. The Godfather,3D,11.51,2023-04-16
Phillip Pham,30254414,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.64,2021-11-13
Vanessa Sherman,49547055,F,1. The Shawshank Redemption,Normal,8.98,2016-12-16
Julie Hammond,43352354,F,11. Pulp Fiction,3D,10.72,2019-09-06
Adrian Foley,15273259,M,20. Raiders of the Lost Ark,3D,11.82,2025-01-03
Jody Haley,47313796,F,10. The Godfather Part II,Normal,6.0,2021-09-25
Lisa Garcia,32086799,F,3. Citizen Kane,Normal,6.21,2023-02-14
Barbara Goodman,91414319,F,25. Inception,3D,11.42,2020-05-18
Christy Lewis,93558770,F,21. Casablanca,Normal,8.2,2021-10-08
William Bean,28543361,M,5. Schindler's List,3D,13.83,2019-06-26
Lisa Ruiz,80339007,F,8. The Lord of the Rings: The Return of the King,Normal,8.85,2017-01-29
Kathryn Conway,94866691,F,8. The Lord of the Rings: The Return of the King,Normal,7.88,2023-04-29
Ana Valenzuela,55522887,F,9. The Dark Knight,3D,13.84,2022-01-16
Katherine Campbell,29368278,F,16. Star Wars: Episode IV - A New Hope,3D,12.52,2015-11-21
Joseph Taylor,67620064,M,21. Casablanca,Normal,7.96,2018-01-28
Andrew Hoover,15999917,M,19. The Matrix,3D,12.62,2020-04-08
Larry Barnes,43150401,M,20. Raiders of the Lost Ark,3D,11.52,2020-07-22
Daniel Chan,99107381,M,18. Terminator 2: Judgment Day,Normal,6.18,2022-06-10
Roy Beck,37406155,M,3. Citizen Kane,Normal,7.05,2025-03-10
Lindsay Parker,95618454,F,22. The Wizard of Oz,3D,12.27,2025-02-11
Caitlin Rivera,64312886,F,25. Inception,3D,11.62,2020-03-03
Mrs. Jessica Griffin,62785895,F,18. Terminator 2: Judgment Day,Normal,8.21,2024-12-07
Christine Moore,83801619,F,20. Raiders of the Lost Ark,3D,12.01,2021-02-22
Mark Brown,60405944,M,24. Forrest Gump,3D,10.17,2022-07-21
Mr. Michael Vega PhD,70266081,M,5. Schindler's List,3D,10.72,2022-08-07
Brittany Acosta,45466854,F,24. Forrest Gump,Normal,6.12,2024-03-25
Veronica Riggs,10102900,F,9. The Dark Knight,3D,10.31,2017-07-27
Maureen James,53882646,F,22. The Wizard of Oz,Normal,8.98,2018-04-06
Jacob Hudson,50027681,M,19. The Matrix,Normal,7.41,2021-08-29
Brooke Larson,66233562,F,13. Psycho,Normal,7.72,2024-11-09
Mary Duncan MD,80941466,F,4. 12 Angry Men,3D,11.15,2021-07-15
Frank Hunt,69044147,M,8. The Lord of the Rings: The Return of the King,3D,12.03,2020-05-07
Kelly Spencer,55671539,F,24. Forrest Gump,3D,13.76,2025-01-16
Nathan Smith,98913316,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,10.28,2018-07-21
Allison White,46165679,F,4. 12 Angry Men,Normal,8.51,2017-01-15
Logan Collins,46439150,M,1. The Shawshank Redemption,3D,12.67,2024-08-31
Gregory Barker,42149229,M,24. Forrest Gump,3D,12.51,2023-07-08
Beth Johnson,26447845,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.51,2022-07-02
Gary Williams,97402943,M,13. Psycho,3D,11.35,2019-11-07
Michael Ramsey,17076467,M,23. Seven Samurai,Normal,8.19,2020-01-18
Lisa Nelson,74340800,F,21. Casablanca,3D,12.81,2017-04-30
Brandon Young,20931635,M,11. Pulp Fiction,Normal,6.48,2023-08-18
Alexander Cain,66610811,M,2. The Godfather,Normal,8.07,2016-07-02
Sarah Nelson,84519106,F,23. Seven Samurai,Normal,7.89,2016-12-29
Billy Nguyen,55174408,M,22. The Wizard of Oz,Normal,8.86,2017-08-03
Jessica Black,48638069,F,11. Pulp Fiction,3D,12.02,2019-11-12
Angel Ramirez,44481389,F,21. Casablanca,Normal,8.23,2015-09-14
Michael Jackson,61569694,M,18. Terminator 2: Judgment Day,3D,11.14,2022-12-18
Linda White,44397597,F,18. Terminator 2: Judgment Day,Normal,6.38,2022-12-28
Christopher Rodriguez,86735358,M,15. Metropolis,3D,12.16,2015-05-25
Danny Martinez,75954577,M,18. Terminator 2: Judgment Day,Normal,7.49,2021-03-30
Tristan Holden,63993427,M,"6. The Good, the Bad and the Ugly",Normal,6.06,2016-04-27
Audrey Santos,58841379,F,8. The Lord of the Rings: The Return of the King,3D,10.94,2021-06-19
Brianna Moses,85951926,F,23. Seven Samurai,3D,13.63,2018-07-02
Richard Saunders,78831622,M,"6. The Good, the Bad and the Ugly",Normal,8.62,2025-01-24
Kendra Winters,20043169,F,11. Pulp Fiction,3D,10.36,2019-06-09
John Gibson,82454781,M,1. The Shawshank Redemption,3D,13.32,2022-08-24
Rebecca Callahan,84947931,F,12. Fight Club,3D,13.26,2022-11-24
Christopher Allen,83628668,M,14. 2001: A Space Odyssey,3D,12.85,2021-02-13
Neil Hatfield,55736698,M,21. Casablanca,3D,10.35,2017-12-30
Blake Hale DVM,86009246,M,5. Schindler's List,3D,12.49,2015-10-02
Charles Walters,84486623,M,15. Metropolis,Normal,8.23,2018-05-20
Olivia Parker,36098331,F,15. Metropolis,3D,10.81,2024-11-27
Ashley Gamble,19868289,F,9. The Dark Knight,Normal,8.18,2016-10-25
Anthony Robinson,32854862,M,3. Citizen Kane,3D,11.84,2018-03-25
Mrs. Julia Adams,28724200,F,3. Citizen Kane,Normal,7.67,2018-02-16
Angel Williams,30368665,F,21. Casablanca,Normal,7.12,2017-03-27
Gregory Taylor,63892308,M,15. Metropolis,3D,10.43,2019-06-24
Austin Baker,85424062,M,10. The Godfather Part II,Normal,7.51,2022-03-26
Nicholas Graham,70820771,M,15. Metropolis,3D,10.14,2018-07-28
Misty Long,29127115,F,19. The Matrix,Normal,6.48,2015-10-09
Jordan Jackson,67282880,M,22. The Wizard of Oz,Normal,6.74,2016-08-25
Frances Stokes,87250581,F,19. The Matrix,3D,13.55,2021-11-29
Kathy Green,65815291,F,23. Seven Samurai,3D,12.75,2018-11-06
Sarah Herrera,22508130,F,13. Psycho,Normal,8.83,2017-11-16
Joseph Mendoza,19787330,M,12. Fight Club,3D,10.7,2025-01-19
Joan Rhodes,17893952,F,12. Fight Club,Normal,6.18,2022-05-09
John Burns,55649140,M,15. Metropolis,3D,11.78,2015-09-15
Dwayne Davis,98334534,M,13. Psycho,Normal,7.6,2021-06-22
Kimberly Contreras,64088079,F,10. The Godfather Part II,3D,10.44,2016-01-13
Jacob Cruz,23669774,M,25. Inception,Normal,7.02,2015-09-25
Judy Cherry,33977744,F,2. The Godfather,Normal,6.04,2023-02-15
Christina Harmon,47250191,F,25. Inception,Normal,7.55,2021-07-14
Alexis Smith,90193414,M,23. Seven Samurai,3D,13.46,2019-01-20
Eric Sanders,46492695,M,5. Schindler's List,3D,11.87,2018-04-28
Marc Munoz,89448096,M,3. Citizen Kane,Normal,6.11,2022-01-05
Audrey Bell,37703687,F,20. Raiders of the Lost Ark,Normal,6.71,2016-06-05
Monica Graham,54791046,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,12.31,2017-03-18
